FeatureCode,FeatureName,FeatureType,DateCode,Measurement,Units,Value,Energy Type,Energy Consuming Sector
S12000039,West Dunbartonshire,Council Area,2005,Count,GWh,0.0,Coal,Rail
S12000039,West Dunbartonshire,Council Area,2005,Count,GWh,192.383,Electricity,Domestic
S12000039,West Dunbartonshire,Council Area,2005,Count,GWh,0.176,Coal,Public Sector
S12000039,West Dunbartonshire,Council Area,2005,Count,GWh,664.98,Gas,Domestic
S12000039,West Dunbartonshire,Council Area,2005,Count,GWh,250.801,Electricity,Industrial & Commercial
S12000039,West Dunbartonshire,Council Area,2005,Count,GWh,1.127,Bioenergy & Wastes,Domestic
S12000039,West Dunbartonshire,Council Area,2005,Count,GWh,0.182,Coal,Domestic
S12000039,West Dunbartonshire,Council Area,2005,Count,GWh,0.005,Coal,Agriculture
S12000039,West Dunbartonshire,Council Area,2005,Count,GWh,528.53,Petroleum Products,Road Transport
S12000039,West Dunbartonshire,Council Area,2006,Count,GWh,1.268,Bioenergy & Wastes,Domestic
S12000039,West Dunbartonshire,Council Area,2005,Count,GWh,1.044,Petroleum Products,Rail
S12000039,West Dunbartonshire,Council Area,2006,Count,GWh,0.164,Coal,Domestic
S12000039,West Dunbartonshire,Council Area,2006,Count,GWh,0.003,Coal,Agriculture
S12000039,West Dunbartonshire,Council Area,2005,Count,GWh,7.846,Petroleum Products,Agriculture
S12000039,West Dunbartonshire,Council Area,2005,Count,GWh,0.599,Manufactured Fuels,Domestic
S12000039,West Dunbartonshire,Council Area,2005,Count,GWh,0.883,Petroleum Products,Public Sector
S12000039,West Dunbartonshire,Council Area,2005,Count,GWh,9.429,Petroleum Products,Domestic
S12000039,West Dunbartonshire,Council Area,2007,Count,GWh,540.071,Petroleum Products,Road Transport
S12000039,West Dunbartonshire,Council Area,2008,Count,GWh,0.691,Bioenergy & Wastes,Domestic
S12000039,West Dunbartonshire,Council Area,2007,Count,GWh,1.102,Petroleum Products,Rail
S12000039,West Dunbartonshire,Council Area,2008,Count,GWh,0.198,Coal,Domestic
S12000039,West Dunbartonshire,Council Area,2008,Count,GWh,0.003,Coal,Agriculture
S12000039,West Dunbartonshire,Council Area,2007,Count,GWh,0.532,Manufactured Fuels,Domestic
S12000039,West Dunbartonshire,Council Area,2007,Count,GWh,7.087,Petroleum Products,Agriculture
S12000039,West Dunbartonshire,Council Area,2007,Count,GWh,638.243,Gas,Domestic
S12000039,West Dunbartonshire,Council Area,2007,Count,GWh,1.241,Petroleum Products,Public Sector
S12000039,West Dunbartonshire,Council Area,2007,Count,GWh,8.808,Petroleum Products,Domestic
S12000039,West Dunbartonshire,Council Area,2008,Count,GWh,0.582,Manufactured Fuels,Domestic
S12000039,West Dunbartonshire,Council Area,2008,Count,GWh,6.922,Petroleum Products,Agriculture
S12000039,West Dunbartonshire,Council Area,2008,Count,GWh,616.878,Gas,Domestic
S12000039,West Dunbartonshire,Council Area,2008,Count,GWh,1.095,Petroleum Products,Public Sector
S12000039,West Dunbartonshire,Council Area,2008,Count,GWh,9.371,Petroleum Products,Domestic
S12000039,West Dunbartonshire,Council Area,2008,Count,GWh,0.0,Coal,Rail
S12000039,West Dunbartonshire,Council Area,2008,Count,GWh,0.158,Coal,Public Sector
S12000039,West Dunbartonshire,Council Area,2008,Count,GWh,234.589,Electricity,Industrial & Commercial
S12000039,West Dunbartonshire,Council Area,2008,Count,GWh,174.811,Electricity,Domestic
S12000039,West Dunbartonshire,Council Area,2006,Count,GWh,0.563,Manufactured Fuels,Domestic
S12000039,West Dunbartonshire,Council Area,2006,Count,GWh,7.465,Petroleum Products,Agriculture
S12000039,West Dunbartonshire,Council Area,2006,Count,GWh,643.232,Gas,Domestic
S12000039,West Dunbartonshire,Council Area,2006,Count,GWh,0.532,Petroleum Products,Public Sector
S12000039,West Dunbartonshire,Council Area,2006,Count,GWh,9.967,Petroleum Products,Domestic
S12000039,West Dunbartonshire,Council Area,2006,Count,GWh,0.0,Coal,Rail
S12000039,West Dunbartonshire,Council Area,2006,Count,GWh,0.156,Coal,Public Sector
S12000039,West Dunbartonshire,Council Area,2006,Count,GWh,279.318,Electricity,Industrial & Commercial
S12000039,West Dunbartonshire,Council Area,2006,Count,GWh,185.324,Electricity,Domestic
S12000039,West Dunbartonshire,Council Area,2007,Count,GWh,0.18,Coal,Public Sector
S12000039,West Dunbartonshire,Council Area,2007,Count,GWh,0.0,Coal,Rail
S12000039,West Dunbartonshire,Council Area,2007,Count,GWh,0.188,Coal,Domestic
S12000039,West Dunbartonshire,Council Area,2007,Count,GWh,269.642,Electricity,Industrial & Commercial
S12000039,West Dunbartonshire,Council Area,2007,Count,GWh,181.335,Electricity,Domestic
S12000039,West Dunbartonshire,Council Area,2006,Count,GWh,541.144,Petroleum Products,Road Transport
S12000039,West Dunbartonshire,Council Area,2006,Count,GWh,1.026,Petroleum Products,Rail
S12000039,West Dunbartonshire,Council Area,2007,Count,GWh,0.002,Coal,Agriculture
S12000039,West Dunbartonshire,Council Area,2007,Count,GWh,1.013,Bioenergy & Wastes,Domestic
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,0.811,Petroleum Products,Commercial
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,37.725,Petroleum Products,Industrial
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,0.107,Manufactured Fuels,Industrial
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,0.0,Bioenergy & Wastes,Industrial
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,0.0,Bioenergy & Wastes,Commercial
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,0.009,Coal,Commercial
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,0.0,Coal,Industrial
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,0.0,Bioenergy & Wastes,Industrial
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,150.3,Gas,Industrial
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,69.264,Gas,Commercial
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,0.816,Petroleum Products,Commercial
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,38.893,Petroleum Products,Industrial
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,0.107,Manufactured Fuels,Industrial
S12000039,West Dunbartonshire,Council Area,2019,Count,GWh,203.829,Electricity,Industrial & Commercial
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,0.0,Coal,Industrial
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,0.009,Coal,Commercial
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,121.085,Gas,Industrial
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,82.149,Gas,Commercial
S12000039,West Dunbartonshire,Council Area,2015,Count,GWh,0.228,Manufactured Fuels,Industrial
S12000039,West Dunbartonshire,Council Area,2015,Count,GWh,0.901,Petroleum Products,Commercial
S12000039,West Dunbartonshire,Council Area,2015,Count,GWh,140.258,Gas,Industrial
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,0.0,Bioenergy & Wastes,Commercial
S12000039,West Dunbartonshire,Council Area,2015,Count,GWh,37.101,Petroleum Products,Industrial
S12000039,West Dunbartonshire,Council Area,2015,Count,GWh,0.011,Coal,Commercial
S12000039,West Dunbartonshire,Council Area,2015,Count,GWh,0.0,Bioenergy & Wastes,Industrial
S12000039,West Dunbartonshire,Council Area,2015,Count,GWh,120.14,Gas,Commercial
S12000039,West Dunbartonshire,Council Area,2015,Count,GWh,0.0,Coal,Industrial
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,0.075,Manufactured Fuels,Industrial
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,0.741,Petroleum Products,Commercial
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,156.44,Gas,Industrial
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,0.0,Bioenergy & Wastes,Commercial
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,35.283,Petroleum Products,Industrial
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,0.011,Coal,Commercial
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,0.0,Bioenergy & Wastes,Industrial
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,72.094,Gas,Commercial
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,0.0,Coal,Industrial
S12000039,West Dunbartonshire,Council Area,2019,Count,GWh,0.082,Manufactured Fuels,Industrial
S12000039,West Dunbartonshire,Council Area,2019,Count,GWh,0.52,Manufactured Fuels,Domestic
S12000039,West Dunbartonshire,Council Area,2019,Count,GWh,0.745,Petroleum Products,Commercial
S12000039,West Dunbartonshire,Council Area,2019,Count,GWh,8.045,Petroleum Products,Agriculture
S12000039,West Dunbartonshire,Council Area,2019,Count,GWh,495.715,Gas,Domestic
S12000039,West Dunbartonshire,Council Area,2019,Count,GWh,108.9,Gas,Commercial
S12000039,West Dunbartonshire,Council Area,2019,Count,GWh,130.827,Gas,Industrial
S12000039,West Dunbartonshire,Council Area,2019,Count,GWh,502.425,Petroleum Products,Road Transport
S12000039,West Dunbartonshire,Council Area,2019,Count,GWh,32.471,Petroleum Products,Industrial
S12000039,West Dunbartonshire,Council Area,2019,Count,GWh,7.573,Petroleum Products,Domestic
S12000039,West Dunbartonshire,Council Area,2019,Count,GWh,0.979,Petroleum Products,Rail
S12000039,West Dunbartonshire,Council Area,2019,Count,GWh,0.98,Petroleum Products,Public Sector
S12000039,West Dunbartonshire,Council Area,2013,Count,GWh,0.0,Coal,Rail
S12000039,West Dunbartonshire,Council Area,2013,Count,GWh,154.319,Electricity,Domestic
S12000039,West Dunbartonshire,Council Area,2013,Count,GWh,0.166,Coal,Public Sector
S12000039,West Dunbartonshire,Council Area,2013,Count,GWh,499.086,Gas,Domestic
S12000039,West Dunbartonshire,Council Area,2013,Count,GWh,195.212,Electricity,Industrial & Commercial
S12000039,West Dunbartonshire,Council Area,2012,Count,GWh,514.156,Petroleum Products,Road Transport
S12000039,West Dunbartonshire,Council Area,2013,Count,GWh,1.281,Bioenergy & Wastes,Domestic
S12000039,West Dunbartonshire,Council Area,2012,Count,GWh,1.05,Petroleum Products,Rail
S12000039,West Dunbartonshire,Council Area,2013,Count,GWh,0.188,Coal,Domestic
S12000039,West Dunbartonshire,Council Area,2013,Count,GWh,0.0,Coal,Agriculture
S12000039,West Dunbartonshire,Council Area,2013,Count,GWh,508.496,Petroleum Products,Road Transport
S12000039,West Dunbartonshire,Council Area,2014,Count,GWh,1.2,Bioenergy & Wastes,Domestic
S12000039,West Dunbartonshire,Council Area,2013,Count,GWh,1.063,Petroleum Products,Rail
S12000039,West Dunbartonshire,Council Area,2014,Count,GWh,0.16,Coal,Domestic
S12000039,West Dunbartonshire,Council Area,2014,Count,GWh,0.0,Coal,Agriculture
S12000039,West Dunbartonshire,Council Area,2013,Count,GWh,7.328,Petroleum Products,Agriculture
S12000039,West Dunbartonshire,Council Area,2013,Count,GWh,0.348,Manufactured Fuels,Domestic
S12000039,West Dunbartonshire,Council Area,2013,Count,GWh,0.784,Petroleum Products,Public Sector
S12000039,West Dunbartonshire,Council Area,2013,Count,GWh,8.494,Petroleum Products,Domestic
S12000039,West Dunbartonshire,Council Area,2011,Count,GWh,518.291,Petroleum Products,Road Transport
S12000039,West Dunbartonshire,Council Area,2012,Count,GWh,1.096,Bioenergy & Wastes,Domestic
S12000039,West Dunbartonshire,Council Area,2011,Count,GWh,1.007,Petroleum Products,Rail
S12000039,West Dunbartonshire,Council Area,2012,Count,GWh,0.196,Coal,Domestic
S12000039,West Dunbartonshire,Council Area,2012,Count,GWh,0.001,Coal,Agriculture
S12000039,West Dunbartonshire,Council Area,2011,Count,GWh,7.202,Petroleum Products,Agriculture
S12000039,West Dunbartonshire,Council Area,2011,Count,GWh,0.316,Manufactured Fuels,Domestic
S12000039,West Dunbartonshire,Council Area,2011,Count,GWh,1.039,Petroleum Products,Public Sector
S12000039,West Dunbartonshire,Council Area,2011,Count,GWh,8.289,Petroleum Products,Domestic
S12000039,West Dunbartonshire,Council Area,2012,Count,GWh,0.382,Manufactured Fuels,Domestic
S12000039,West Dunbartonshire,Council Area,2012,Count,GWh,7.417,Petroleum Products,Agriculture
S12000039,West Dunbartonshire,Council Area,2012,Count,GWh,510.478,Gas,Domestic
S12000039,West Dunbartonshire,Council Area,2012,Count,GWh,0.856,Petroleum Products,Public Sector
S12000039,West Dunbartonshire,Council Area,2012,Count,GWh,8.294,Petroleum Products,Domestic
S12000039,West Dunbartonshire,Council Area,2012,Count,GWh,0.0,Coal,Rail
S12000039,West Dunbartonshire,Council Area,2012,Count,GWh,0.149,Coal,Public Sector
S12000039,West Dunbartonshire,Council Area,2012,Count,GWh,183.307,Electricity,Industrial & Commercial
S12000039,West Dunbartonshire,Council Area,2012,Count,GWh,156.284,Electricity,Domestic
S12000039,West Dunbartonshire,Council Area,2015,Count,GWh,522.985,Petroleum Products,Road Transport
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,1.63,Bioenergy & Wastes,Domestic
S12000039,West Dunbartonshire,Council Area,2015,Count,GWh,1.025,Petroleum Products,Rail
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,0.16,Coal,Domestic
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,0.0,Coal,Agriculture
S12000039,West Dunbartonshire,Council Area,2015,Count,GWh,0.419,Manufactured Fuels,Domestic
S12000039,West Dunbartonshire,Council Area,2015,Count,GWh,7.698,Petroleum Products,Agriculture
S12000039,West Dunbartonshire,Council Area,2015,Count,GWh,482.58,Gas,Domestic
S12000039,West Dunbartonshire,Council Area,2015,Count,GWh,0.952,Petroleum Products,Public Sector
S12000039,West Dunbartonshire,Council Area,2015,Count,GWh,7.743,Petroleum Products,Domestic
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,0.406,Manufactured Fuels,Domestic
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,8.135,Petroleum Products,Agriculture
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,486.33,Gas,Domestic
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,0.95,Petroleum Products,Public Sector
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,7.809,Petroleum Products,Domestic
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,0.0,Coal,Rail
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,0.023,Coal,Public Sector
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,193.898,Electricity,Industrial & Commercial
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,145.863,Electricity,Domestic
S12000039,West Dunbartonshire,Council Area,2014,Count,GWh,0.386,Manufactured Fuels,Domestic
S12000039,West Dunbartonshire,Council Area,2014,Count,GWh,7.393,Petroleum Products,Agriculture
S12000039,West Dunbartonshire,Council Area,2014,Count,GWh,489.764,Gas,Domestic
S12000039,West Dunbartonshire,Council Area,2014,Count,GWh,0.815,Petroleum Products,Public Sector
S12000039,West Dunbartonshire,Council Area,2014,Count,GWh,7.718,Petroleum Products,Domestic
S12000039,West Dunbartonshire,Council Area,2014,Count,GWh,0.0,Coal,Rail
S12000039,West Dunbartonshire,Council Area,2014,Count,GWh,0.171,Coal,Public Sector
S12000039,West Dunbartonshire,Council Area,2014,Count,GWh,196.205,Electricity,Industrial & Commercial
S12000039,West Dunbartonshire,Council Area,2014,Count,GWh,155.623,Electricity,Domestic
S12000039,West Dunbartonshire,Council Area,2015,Count,GWh,0.022,Coal,Public Sector
S12000039,West Dunbartonshire,Council Area,2015,Count,GWh,0.0,Coal,Rail
S12000039,West Dunbartonshire,Council Area,2015,Count,GWh,0.162,Coal,Domestic
S12000039,West Dunbartonshire,Council Area,2015,Count,GWh,202.885,Electricity,Industrial & Commercial
S12000039,West Dunbartonshire,Council Area,2015,Count,GWh,154.46,Electricity,Domestic
S12000039,West Dunbartonshire,Council Area,2014,Count,GWh,517.548,Petroleum Products,Road Transport
S12000039,West Dunbartonshire,Council Area,2014,Count,GWh,1.082,Petroleum Products,Rail
S12000039,West Dunbartonshire,Council Area,2015,Count,GWh,0.0,Coal,Agriculture
S12000039,West Dunbartonshire,Council Area,2015,Count,GWh,1.452,Bioenergy & Wastes,Domestic
S12000039,West Dunbartonshire,Council Area,2010,Count,GWh,0.309,Manufactured Fuels,Domestic
S12000039,West Dunbartonshire,Council Area,2010,Count,GWh,7.103,Petroleum Products,Agriculture
S12000039,West Dunbartonshire,Council Area,2010,Count,GWh,549.913,Gas,Domestic
S12000039,West Dunbartonshire,Council Area,2010,Count,GWh,0.849,Petroleum Products,Public Sector
S12000039,West Dunbartonshire,Council Area,2010,Count,GWh,10.201,Petroleum Products,Domestic
S12000039,West Dunbartonshire,Council Area,2010,Count,GWh,0.169,Coal,Public Sector
S12000039,West Dunbartonshire,Council Area,2010,Count,GWh,0.0,Coal,Rail
S12000039,West Dunbartonshire,Council Area,2010,Count,GWh,0.207,Coal,Domestic
S12000039,West Dunbartonshire,Council Area,2010,Count,GWh,235.515,Electricity,Industrial & Commercial
S12000039,West Dunbartonshire,Council Area,2010,Count,GWh,168.91,Electricity,Domestic
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,0.481,Manufactured Fuels,Domestic
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,493.586,Gas,Domestic
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,8.028,Petroleum Products,Agriculture
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,135.511,Electricity,Domestic
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,188.953,Electricity,Industrial & Commercial
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,0.922,Petroleum Products,Rail
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,509.492,Petroleum Products,Road Transport
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,7.835,Petroleum Products,Domestic
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,1.039,Petroleum Products,Public Sector
S12000039,West Dunbartonshire,Council Area,2009,Count,GWh,0.165,Coal,Public Sector
S12000039,West Dunbartonshire,Council Area,2009,Count,GWh,0.0,Coal,Rail
S12000039,West Dunbartonshire,Council Area,2009,Count,GWh,0.199,Coal,Domestic
S12000039,West Dunbartonshire,Council Area,2009,Count,GWh,238.254,Electricity,Industrial & Commercial
S12000039,West Dunbartonshire,Council Area,2009,Count,GWh,171.311,Electricity,Domestic
S12000039,West Dunbartonshire,Council Area,2008,Count,GWh,534.788,Petroleum Products,Road Transport
S12000039,West Dunbartonshire,Council Area,2008,Count,GWh,1.079,Petroleum Products,Rail
S12000039,West Dunbartonshire,Council Area,2009,Count,GWh,0.0,Coal,Agriculture
S12000039,West Dunbartonshire,Council Area,2009,Count,GWh,0.745,Bioenergy & Wastes,Domestic
S12000039,West Dunbartonshire,Council Area,2009,Count,GWh,1.067,Petroleum Products,Rail
S12000039,West Dunbartonshire,Council Area,2009,Count,GWh,537.693,Petroleum Products,Road Transport
S12000039,West Dunbartonshire,Council Area,2009,Count,GWh,0.913,Petroleum Products,Public Sector
S12000039,West Dunbartonshire,Council Area,2010,Count,GWh,0.001,Coal,Agriculture
S12000039,West Dunbartonshire,Council Area,2010,Count,GWh,1.012,Bioenergy & Wastes,Domestic
S12000039,West Dunbartonshire,Council Area,2009,Count,GWh,0.301,Manufactured Fuels,Domestic
S12000039,West Dunbartonshire,Council Area,2009,Count,GWh,563.081,Gas,Domestic
S12000039,West Dunbartonshire,Council Area,2009,Count,GWh,9.166,Petroleum Products,Domestic
S12000039,West Dunbartonshire,Council Area,2009,Count,GWh,7.048,Petroleum Products,Agriculture
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,1.688,Bioenergy & Wastes,Domestic
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,520.003,Petroleum Products,Road Transport
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,0.0,Coal,Agriculture
S12000039,West Dunbartonshire,Council Area,2010,Count,GWh,1.073,Petroleum Products,Rail
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,0.993,Petroleum Products,Rail
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,142.68,Electricity,Domestic
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,0.0,Coal,Rail
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,194.242,Electricity,Industrial & Commercial
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,0.156,Coal,Domestic
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,0.018,Coal,Public Sector
S12000039,West Dunbartonshire,Council Area,2011,Count,GWh,0.0,Coal,Rail
S12000039,West Dunbartonshire,Council Area,2011,Count,GWh,165.281,Electricity,Domestic
S12000039,West Dunbartonshire,Council Area,2011,Count,GWh,0.17,Coal,Public Sector
S12000039,West Dunbartonshire,Council Area,2011,Count,GWh,526.256,Gas,Domestic
S12000039,West Dunbartonshire,Council Area,2011,Count,GWh,231.121,Electricity,Industrial & Commercial
S12000039,West Dunbartonshire,Council Area,2011,Count,GWh,0.897,Bioenergy & Wastes,Domestic
S12000039,West Dunbartonshire,Council Area,2010,Count,GWh,521.876,Petroleum Products,Road Transport
S12000039,West Dunbartonshire,Council Area,2011,Count,GWh,0.205,Coal,Domestic
S12000039,West Dunbartonshire,Council Area,2011,Count,GWh,0.001,Coal,Agriculture
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,516.835,Petroleum Products,Road Transport
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,0.978,Petroleum Products,Rail
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,1.912,Bioenergy & Wastes,Domestic
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,7.537,Petroleum Products,Domestic
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,1.033,Petroleum Products,Public Sector
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,0.02,Coal,Public Sector
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,0.0,Coal,Rail
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,0.0,Coal,Agriculture
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,0.153,Coal,Domestic
S12000039,West Dunbartonshire,Council Area,2006,Count,GWh,112.605,Electricity,Commercial
S12000039,West Dunbartonshire,Council Area,2005,Count,GWh,149.321,Electricity,Industrial
S12000039,West Dunbartonshire,Council Area,2006,Count,GWh,166.712,Electricity,Industrial
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,497.33,Gas,Domestic
S12000039,West Dunbartonshire,Council Area,2005,Count,GWh,101.48,Electricity,Commercial
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,0.461,Manufactured Fuels,Domestic
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,8.056,Petroleum Products,Agriculture
S12000039,West Dunbartonshire,Council Area,2007,Count,GWh,109.961,Electricity,Commercial
S12000039,West Dunbartonshire,Council Area,2007,Count,GWh,159.681,Electricity,Industrial
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,32.799,Petroleum Products,Industrial
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,0.733,Petroleum Products,Public Sector
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,7.957,Petroleum Products,Domestic
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,397.507,Petroleum Products,Road Transport
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,0.789,Petroleum Products,Rail
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,140.515,Electricity,Domestic
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,96.844,Electricity,Industrial
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,84.974,Electricity,Commercial
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,181.817,Electricity,Industrial & Commercial
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,0.0,Coal,Rail
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,0.137,Manufactured Fuels,Industrial
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,0.496,Manufactured Fuels,Domestic
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,0.336,Petroleum Products,Commercial
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,7.974,Petroleum Products,Agriculture
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,507.186,Gas,Domestic
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,114.596,Gas,Commercial
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,140.149,Gas,Industrial
S12000039,West Dunbartonshire,Council Area,2019,Count,GWh,101.533,Electricity,Commercial
S12000039,West Dunbartonshire,Council Area,2019,Count,GWh,102.296,Electricity,Industrial
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,107.738,Electricity,Industrial
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,2.088,Bioenergy & Wastes,Domestic
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,122.888,Electricity,Industrial
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,71.136,Electricity,Commercial
S12000039,West Dunbartonshire,Council Area,2016,Count,GWh,71.01,Electricity,Commercial
S12000039,West Dunbartonshire,Council Area,2018,Count,GWh,81.215,Electricity,Commercial
S12000039,West Dunbartonshire,Council Area,2017,Count,GWh,123.106,Electricity,Industrial
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,0.009,Coal,Commercial
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,0.137,Coal,Domestic
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,0.0,Coal,Agriculture
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,0.016,Coal,Public Sector
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,0.0,Coal,Industrial
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,22.655,Bioenergy & Wastes,Road Transport
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,0.0,Bioenergy & Wastes,Industrial
S12000039,West Dunbartonshire,Council Area,2020,Count,GWh,0.0,Bioenergy & Wastes,Commercial
S12000039,West Dunbartonshire,Council Area,2009,Count,GWh,135.082,Electricity,Industrial
S12000039,West Dunbartonshire,Council Area,2010,Count,GWh,100.838,Electricity,Commercial
S12000039,West Dunbartonshire,Council Area,2009,Count,GWh,103.171,Electricity,Commercial
S12000039,West Dunbartonshire,Council Area,2011,Count,GWh,99.426,Electricity,Commercial
S12000039,West Dunbartonshire,Council Area,2010,Count,GWh,134.677,Electricity,Industrial
S12000039,West Dunbartonshire,Council Area,2008,Count,GWh,138.285,Electricity,Industrial
S12000039,West Dunbartonshire,Council Area,2008,Count,GWh,96.303,Electricity,Commercial
S12000039,West Dunbartonshire,Council Area,2014,Count,GWh,87.495,Electricity,Commercial
S12000039,West Dunbartonshire,Council Area,2014,Count,GWh,108.71,Electricity,Industrial
S12000039,West Dunbartonshire,Council Area,2013,Count,GWh,107.671,Electricity,Industrial
S12000039,West Dunbartonshire,Council Area,2015,Count,GWh,112.43,Electricity,Industrial
S12000039,West Dunbartonshire,Council Area,2015,Count,GWh,90.455,Electricity,Commercial
S12000039,West Dunbartonshire,Council Area,2012,Count,GWh,80.97,Electricity,Commercial
S12000039,West Dunbartonshire,Council Area,2011,Count,GWh,131.695,Electricity,Industrial
S12000039,West Dunbartonshire,Council Area,2013,Count,GWh,87.541,Electricity,Commercial
S12000039,West Dunbartonshire,Council Area,2012,Count,GWh,102.337,Electricity,Industrial
S12000039,West Dunbartonshire,Council Area,2009,Count,GWh,0.338,Petroleum Products,Commercial
S12000039,West Dunbartonshire,Council Area,2009,Count,GWh,40.37,Petroleum Products,Industrial
S12000039,West Dunbartonshire,Council Area,2009,Count,GWh,0.241,Manufactured Fuels,Industrial
