FeatureCode,FeatureName,DateCode,Value,Energy Consuming Sector
S12000039,West Dunbartonshire,2005,0.0,Rail
S12000006,Dumfries and Galloway,2005,578.151,Industrial & Commercial
S12000006,Dumfries and Galloway,2005,403.875,Domestic
S12000027,Shetland Islands,2005,88.748,Industrial
S12000027,Shetland Islands,2005,7.092,Commercial
S12000027,Shetland Islands,2005,107.461,Domestic
S12000027,Shetland Islands,2005,102.042,Industrial & Commercial
S12000027,Shetland Islands,2005,0.0,Rail
S12000006,Dumfries and Galloway,2005,0.0,Rail
S12000027,Shetland Islands,2005,2.971,Domestic
S12000027,Shetland Islands,2005,0.276,Agriculture
S12000027,Shetland Islands,2005,4.105,Domestic
S12000027,Shetland Islands,2005,5.005,Public Sector
S12000027,Shetland Islands,2005,2.329,Domestic
S12000027,Shetland Islands,2005,147.333,Road Transport
S12000027,Shetland Islands,2005,83.828,Domestic
S12000027,Shetland Islands,2005,66.418,Agriculture
S12000027,Shetland Islands,2005,0.0,Domestic
S12000006,Dumfries and Galloway,2005,13.959,Domestic
S12000006,Dumfries and Galloway,2005,501.602,Agriculture
S12000006,Dumfries and Galloway,2005,765.51,Domestic
S12000027,Shetland Islands,2005,2.844,Industrial
S12000027,Shetland Islands,2005,0.603,Industrial
S12000027,Shetland Islands,2005,0.0,Industrial
S12000027,Shetland Islands,2005,0.395,Industrial
S12000027,Shetland Islands,2005,0.0,Commercial
S12000027,Shetland Islands,2005,0.152,Commercial
S12000006,Dumfries and Galloway,2005,1937.153,Road Transport
S12000006,Dumfries and Galloway,2005,347.481,Domestic
S12000006,Dumfries and Galloway,2005,26.547,Rail
S12000006,Dumfries and Galloway,2005,14.486,Public Sector
S12000006,Dumfries and Galloway,2005,27.148,Industrial
S12000006,Dumfries and Galloway,2005,227.305,Industrial
S12000006,Dumfries and Galloway,2005,9.165,Commercial
S12000006,Dumfries and Galloway,2005,1.077,Agriculture
S12000006,Dumfries and Galloway,2005,11.62,Public Sector
S12000006,Dumfries and Galloway,2005,10.206,Domestic
S12000006,Dumfries and Galloway,2005,20.05,Domestic
S12000027,Shetland Islands,2005,0.0,Rail
S12000027,Shetland Islands,2005,0.227,Commercial
S12000027,Shetland Islands,2005,9.781,Public Sector
S12000045,East Dunbartonshire,2005,79.551,Commercial
S12000028,South Ayrshire,2005,4.78,Commercial
S12000028,South Ayrshire,2005,248.017,Industrial
S12000028,South Ayrshire,2005,173.019,Industrial
S12000006,Dumfries and Galloway,2005,344.218,Industrial
S12000006,Dumfries and Galloway,2005,3.151,Road Transport
S12000028,South Ayrshire,2005,1.409,Road Transport
S12000006,Dumfries and Galloway,2005,19.876,Industrial
S12000028,South Ayrshire,2005,2.623,Industrial
S12000006,Dumfries and Galloway,2005,0.47,Commercial
S12000006,Dumfries and Galloway,2005,302.902,Industrial
S12000006,Dumfries and Galloway,2005,67.892,Industrial
S12000006,Dumfries and Galloway,2005,17.064,Commercial
S12000028,South Ayrshire,2005,9.204,Domestic
S12000028,South Ayrshire,2005,898.429,Domestic
S12000028,South Ayrshire,2005,5.729,Domestic
S12000028,South Ayrshire,2005,331.06,Industrial & Commercial
S12000006,Dumfries and Galloway,2005,285.797,Commercial
S12000028,South Ayrshire,2005,0.0,Commercial
S12000028,South Ayrshire,2005,33.392,Industrial
S12000028,South Ayrshire,2005,234.011,Commercial
S12000049,Glasgow City,2005,5.571,Road Transport
S12000027,Shetland Islands,2005,60.753,Industrial
S12000042,Dundee City,2005,0.0,Industrial
S12000042,Dundee City,2005,0.817,Commercial
S12000042,Dundee City,2005,401.033,Commercial
S12000027,Shetland Islands,2005,41.288,Commercial
S12000042,Dundee City,2005,425.035,Industrial
S12000042,Dundee City,2005,227.639,Industrial
S12000042,Dundee City,2005,295.021,Industrial
S12000042,Dundee City,2005,200.498,Commercial
S12000042,Dundee City,2005,0.001,Commercial
S12000042,Dundee City,2005,0.209,Industrial
S12000042,Dundee City,2005,0.13,Commercial
S12000042,Dundee City,2005,0.519,Industrial
S12000027,Shetland Islands,2005,0.257,Road Transport
S12000028,South Ayrshire,2005,0.194,Commercial
S12000028,South Ayrshire,2005,0.0,Industrial
S12000045,East Dunbartonshire,2005,117.054,Industrial
S12000048,Perth and Kinross,2005,164.164,Agriculture
S12000026,Scottish Borders,2005,1.638,Road Transport
S12000045,East Dunbartonshire,2005,0.862,Road Transport
S12000023,Orkney Islands,2005,0.0,Domestic
S12000023,Orkney Islands,2005,3.071,Domestic
S12000023,Orkney Islands,2005,94.956,Road Transport
S12000023,Orkney Islands,2005,14.818,Public Sector
S12000023,Orkney Islands,2005,0.0,Rail
S12000023,Orkney Islands,2005,2.38,Domestic
S12000023,Orkney Islands,2005,6.391,Public Sector
S12000023,Orkney Islands,2005,101.897,Domestic
S12000023,Orkney Islands,2005,4.272,Domestic
S12000023,Orkney Islands,2005,84.515,Domestic
S12000023,Orkney Islands,2005,53.591,Industrial & Commercial
S12000023,Orkney Islands,2005,0.0,Rail
S12000045,East Dunbartonshire,2005,1.441,Domestic
S12000045,East Dunbartonshire,2005,0.032,Public Sector
S12000045,East Dunbartonshire,2005,4.152,Domestic
S12000045,East Dunbartonshire,2005,0.006,Agriculture
S12000023,Orkney Islands,2005,0.326,Agriculture
S12000023,Orkney Islands,2005,123.028,Agriculture
S12000023,Orkney Islands,2005,0.016,Industrial
S12000023,Orkney Islands,2005,0.0,Industrial
S12000021,North Ayrshire,2005,628.136,Industrial & Commercial
S12000021,North Ayrshire,2005,0.0,Rail
S12000021,North Ayrshire,2005,4.244,Domestic
S12000021,North Ayrshire,2005,1036.582,Domestic
S12000021,North Ayrshire,2005,7.2,Domestic
S12000021,North Ayrshire,2005,0.045,Agriculture
S12000021,North Ayrshire,2005,1.071,Public Sector
S12000021,North Ayrshire,2005,2.042,Domestic
S12000008,East Ayrshire,2005,114.491,Commercial
S12000008,East Ayrshire,2005,168.467,Industrial
S12000023,Orkney Islands,2005,0.066,Commercial
S12000023,Orkney Islands,2005,1.314,Industrial
S12000023,Orkney Islands,2005,0.0,Commercial
S12000023,Orkney Islands,2005,0.264,Industrial
S12000023,Orkney Islands,2005,0.197,Commercial
S12000023,Orkney Islands,2005,5.69,Commercial
S12000023,Orkney Islands,2005,42.789,Industrial
S12000008,East Ayrshire,2005,4.086,Rail
S12000008,East Ayrshire,2005,5.907,Public Sector
S12000008,East Ayrshire,2005,915.738,Road Transport
S12000008,East Ayrshire,2005,990.143,Domestic
S12000026,Scottish Borders,2005,6.719,Domestic
S12000026,Scottish Borders,2005,12.95,Domestic
S12000026,Scottish Borders,2005,0.0,Rail
S12000026,Scottish Borders,2005,2.902,Public Sector
S12000026,Scottish Borders,2005,4.255,Public Sector
S12000026,Scottish Borders,2005,30.566,Rail
S12000026,Scottish Borders,2005,256.11,Domestic
S12000026,Scottish Borders,2005,938.534,Road Transport
S12000026,Scottish Borders,2005,32.042,Industrial
S12000026,Scottish Borders,2005,0.212,Commercial
S12000026,Scottish Borders,2005,197.126,Commercial
S12000026,Scottish Borders,2005,2.009,Commercial
S12000026,Scottish Borders,2005,7.993,Industrial
S12000026,Scottish Borders,2005,136.473,Industrial
S12000026,Scottish Borders,2005,6.571,Commercial
S12000026,Scottish Borders,2005,208.924,Industrial
S12000026,Scottish Borders,2005,0.739,Industrial
S12000026,Scottish Borders,2005,0.616,Agriculture
S12000028,South Ayrshire,2005,84.307,Domestic
S12000026,Scottish Borders,2005,9.076,Domestic
S12000026,Scottish Borders,2005,303.752,Domestic
S12000008,East Ayrshire,2005,282.958,Industrial & Commercial
S12000008,East Ayrshire,2005,49.749,Domestic
S12000008,East Ayrshire,2005,7.828,Domestic
S12000008,East Ayrshire,2005,96.895,Agriculture
S12000023,Orkney Islands,2005,21.684,Commercial
S12000023,Orkney Islands,2005,31.907,Industrial
S12000008,East Ayrshire,2005,5.068,Domestic
S12000008,East Ayrshire,2005,0.199,Agriculture
S12000008,East Ayrshire,2005,225.308,Domestic
S12000008,East Ayrshire,2005,2.664,Public Sector
S12000008,East Ayrshire,2005,0.0,Rail
S12000008,East Ayrshire,2005,11.926,Domestic
S12000023,Orkney Islands,2005,0.168,Road Transport
S12000026,Scottish Borders,2005,197.237,Industrial
S12000026,Scottish Borders,2005,134.043,Commercial
S12000026,Scottish Borders,2005,331.281,Industrial & Commercial
S12000026,Scottish Borders,2005,607.098,Domestic
S12000026,Scottish Borders,2005,282.58,Agriculture
S12000021,North Ayrshire,2005,302.775,Domestic
S12000006,Dumfries and Galloway,2005,233.932,Commercial
S12000028,South Ayrshire,2005,3.252,Domestic
S12000050,North Lanarkshire,2005,405.335,Commercial
S12000030,Stirling,2005,610.459,Domestic
S12000030,Stirling,2005,221.982,Domestic
S12000030,Stirling,2005,64.511,Agriculture
S12000030,Stirling,2005,5.619,Domestic
S12000040,West Lothian,2005,318.441,Domestic
S12000040,West Lothian,2005,0.731,Public Sector
S12000050,North Lanarkshire,2005,596.427,Industrial
S12000040,West Lothian,2005,0.0,Rail
S12000040,West Lothian,2005,29.179,Agriculture
S12000040,West Lothian,2005,627.45,Industrial & Commercial
S12000040,West Lothian,2005,1317.458,Domestic
S12000040,West Lothian,2005,0.04,Agriculture
S12000040,West Lothian,2005,2.199,Domestic
S12000040,West Lothian,2005,9.33,Domestic
S12000030,Stirling,2005,0.676,Industrial
S12000040,West Lothian,2005,5.287,Domestic
S12000030,Stirling,2005,349.482,Industrial & Commercial
S12000030,Stirling,2005,967.972,Road Transport
S12000030,Stirling,2005,84.119,Domestic
S12000029,South Lanarkshire,2005,4.112,Industrial
S12000029,South Lanarkshire,2005,484.318,Industrial
S12000029,South Lanarkshire,2005,1.659,Industrial
S12000029,South Lanarkshire,2005,0.417,Commercial
S12000029,South Lanarkshire,2005,0.144,Commercial
S12000029,South Lanarkshire,2005,375.399,Industrial
S12000029,South Lanarkshire,2005,4.838,Commercial
S12000050,North Lanarkshire,2005,4.412,Road Transport
S12000030,Stirling,2005,208.074,Industrial
S12000030,Stirling,2005,141.408,Commercial
S12000030,Stirling,2005,0.151,Agriculture
S12000030,Stirling,2005,3.828,Domestic
S12000030,Stirling,2005,8.363,Domestic
S12000030,Stirling,2005,0.0,Rail
S12000030,Stirling,2005,1.811,Public Sector
S12000030,Stirling,2005,6.504,Public Sector
S12000030,Stirling,2005,18.397,Rail
S12000030,Stirling,2005,0.259,Commercial
S12000029,South Lanarkshire,2005,6.641,Industrial
S12000030,Stirling,2005,455.302,Commercial
S12000030,Stirling,2005,109.357,Industrial
S12000033,Aberdeen City,2005,27.058,Public Sector
S12000033,Aberdeen City,2005,1142.213,Road Transport
S12000033,Aberdeen City,2005,356.395,Commercial
S12000033,Aberdeen City,2005,524.415,Industrial
S12000041,Angus,2005,1.835,Public Sector
S12000041,Angus,2005,36.367,Rail
S12000041,Angus,2005,84.691,Agriculture
S12000033,Aberdeen City,2005,9.817,Rail
S12000041,Angus,2005,162.438,Domestic
S12000041,Angus,2005,4.327,Domestic
S12000041,Angus,2005,1.815,Public Sector
S12000041,Angus,2005,10.798,Domestic
S12000041,Angus,2005,0.767,Agriculture
S12000041,Angus,2005,698.742,Domestic
S12000041,Angus,2005,6.963,Domestic
S12000041,Angus,2005,0.005,Rail
S12000041,Angus,2005,821.626,Road Transport
S12000033,Aberdeen City,2005,1682.733,Domestic
S12000033,Aberdeen City,2005,516.919,Domestic
S12000033,Aberdeen City,2005,880.81,Industrial & Commercial
S12000030,Stirling,2005,93.857,Industrial
S12000030,Stirling,2005,1.258,Industrial
S12000030,Stirling,2005,482.552,Industrial
S12000030,Stirling,2005,6.793,Commercial
S12000030,Stirling,2005,1.693,Road Transport
S12000040,West Lothian,2005,13.794,Rail
S12000040,West Lothian,2005,35.303,Domestic
S12000040,West Lothian,2005,2.769,Public Sector
S12000040,West Lothian,2005,1394.146,Road Transport
S12000033,Aberdeen City,2005,1.644,Domestic
S12000033,Aberdeen City,2005,0.032,Agriculture
S12000033,Aberdeen City,2005,0.0,Rail
S12000033,Aberdeen City,2005,12.394,Public Sector
S12000033,Aberdeen City,2005,10.317,Domestic
S12000033,Aberdeen City,2005,11.616,Agriculture
S12000033,Aberdeen City,2005,5.473,Domestic
S12000033,Aberdeen City,2005,26.174,Domestic
S12000030,Stirling,2005,27.486,Commercial
S12000029,South Lanarkshire,2005,456.968,Commercial
S12000005,Clackmannanshire,2005,0.438,Road Transport
S12000050,North Lanarkshire,2005,2523.105,Road Transport
S12000005,Clackmannanshire,2005,0.0,Rail
S12000028,South Ayrshire,2005,197.106,Industrial
S12000028,South Ayrshire,2005,133.954,Commercial
S12000042,Dundee City,2005,1.434,Road Transport
S12000005,Clackmannanshire,2005,0.187,Public Sector
S12000005,Clackmannanshire,2005,11.856,Domestic
S12000005,Clackmannanshire,2005,244.826,Road Transport
S12000005,Clackmannanshire,2005,103.705,Domestic
S12000005,Clackmannanshire,2005,0.205,Rail
S12000029,South Lanarkshire,2005,343.609,Commercial
S12000029,South Lanarkshire,2005,505.602,Industrial
S12000029,South Lanarkshire,2005,15.466,Domestic
S12000029,South Lanarkshire,2005,0.219,Agriculture
S12000029,South Lanarkshire,2005,155.71,Domestic
S12000029,South Lanarkshire,2005,7.217,Public Sector
S12000029,South Lanarkshire,2005,9.302,Domestic
S12000029,South Lanarkshire,2005,3.958,Road Transport
S12000005,Clackmannanshire,2005,1.249,Domestic
S12000005,Clackmannanshire,2005,0.284,Public Sector
S12000005,Clackmannanshire,2005,2.305,Domestic
S12000028,South Ayrshire,2005,0.979,Public Sector
S12000028,South Ayrshire,2005,0.192,Agriculture
S12000028,South Ayrshire,2005,249.243,Domestic
S12000028,South Ayrshire,2005,0.0,Rail
S12000005,Clackmannanshire,2005,135.639,Industrial
S12000005,Clackmannanshire,2005,92.181,Commercial
S12000005,Clackmannanshire,2005,0.014,Commercial
S12000005,Clackmannanshire,2005,0.0,Commercial
S12000005,Clackmannanshire,2005,0.0,Industrial
S12000028,South Ayrshire,2005,4.339,Rail
S12000028,South Ayrshire,2005,795.924,Road Transport
S12000028,South Ayrshire,2005,2.363,Public Sector
S12000005,Clackmannanshire,2005,0.012,Agriculture
S12000005,Clackmannanshire,2005,3.766,Domestic
S12000005,Clackmannanshire,2005,397.13,Domestic
S12000005,Clackmannanshire,2005,227.82,Industrial & Commercial
S12000005,Clackmannanshire,2005,9.999,Agriculture
S12000005,Clackmannanshire,2005,58.078,Industrial
S12000005,Clackmannanshire,2005,0.563,Commercial
S12000005,Clackmannanshire,2005,232.696,Commercial
S12000005,Clackmannanshire,2005,0.0,Industrial
S12000050,North Lanarkshire,2005,26.77,Agriculture
S12000050,North Lanarkshire,2005,8.124,Public Sector
S12000050,North Lanarkshire,2005,2521.337,Domestic
S12000050,North Lanarkshire,2005,10.503,Domestic
S12000042,Dundee City,2005,0.007,Public Sector
S12000042,Dundee City,2005,0.0,Rail
S12000050,North Lanarkshire,2005,19.264,Domestic
S12000042,Dundee City,2005,1.953,Domestic
S12000050,North Lanarkshire,2005,0.014,Agriculture
S12000042,Dundee City,2005,0.198,Domestic
S12000042,Dundee City,2005,0.0,Agriculture
S12000042,Dundee City,2005,0.982,Domestic
S12000042,Dundee City,2005,1.053,Agriculture
S12000042,Dundee City,2005,403.235,Domestic
S12000042,Dundee City,2005,926.306,Domestic
S12000042,Dundee City,2005,495.519,Industrial & Commercial
S12000050,North Lanarkshire,2005,21.463,Rail
S12000050,North Lanarkshire,2005,39.894,Domestic
S12000028,South Ayrshire,2005,104.502,Agriculture
S12000050,North Lanarkshire,2005,0.382,Public Sector
S12000050,North Lanarkshire,2005,1001.762,Industrial & Commercial
S12000005,Clackmannanshire,2005,2.361,Industrial
S12000005,Clackmannanshire,2005,246.623,Industrial
S12000029,South Lanarkshire,2005,124.918,Agriculture
S12000029,South Lanarkshire,2005,2364.632,Road Transport
S12000029,South Lanarkshire,2005,32.893,Rail
S12000029,South Lanarkshire,2005,4.089,Public Sector
S12000029,South Lanarkshire,2005,0.0,Rail
S12000029,South Lanarkshire,2005,4.78,Domestic
S12000029,South Lanarkshire,2005,849.211,Industrial & Commercial
S12000029,South Lanarkshire,2005,2292.634,Domestic
S12000029,South Lanarkshire,2005,714.826,Domestic
S12000042,Dundee City,2005,10.678,Rail
S12000042,Dundee City,2005,794.714,Road Transport
S12000042,Dundee City,2005,6.188,Domestic
S12000042,Dundee City,2005,1.106,Public Sector
S12000050,North Lanarkshire,2005,652.897,Domestic
S12000050,North Lanarkshire,2005,0.0,Rail
S12000050,North Lanarkshire,2005,3.667,Domestic
S12000041,Angus,2005,326.826,Industrial & Commercial
S12000021,North Ayrshire,2005,2.798,Rail
S12000021,North Ayrshire,2005,46.555,Agriculture
S12000017,Highland,2005,731.899,Domestic
S12000017,Highland,2005,23.898,Domestic
S12000017,Highland,2005,766.429,Domestic
S12000017,Highland,2005,1036.024,Industrial & Commercial
S12000047,Fife,2005,705.131,Industrial
S12000047,Fife,2005,479.21,Commercial
S12000049,Glasgow City,2005,1255.74,Industrial
S12000017,Highland,2005,0.992,Agriculture
S12000049,Glasgow City,2005,853.407,Commercial
S12000017,Highland,2005,419.198,Commercial
S12000047,Fife,2005,14.998,Industrial
S12000047,Fife,2005,1632.951,Industrial
S12000047,Fife,2005,4973.495,Industrial
S12000047,Fife,2005,14.035,Commercial
S12000047,Fife,2005,0.377,Industrial
S12000047,Fife,2005,0.095,Commercial
S12000017,Highland,2005,616.826,Industrial
S12000017,Highland,2005,34.364,Domestic
S12000017,Highland,2005,0.775,Rail
S12000017,Highland,2005,17.437,Domestic
S12000048,Perth and Kinross,2005,0.621,Commercial
S12000048,Perth and Kinross,2005,0.452,Industrial
S12000048,Perth and Kinross,2005,142.612,Industrial
S12000048,Perth and Kinross,2005,6.678,Commercial
S12000048,Perth and Kinross,2005,199.983,Commercial
S12000048,Perth and Kinross,2005,1.811,Industrial
S12000048,Perth and Kinross,2005,0.028,Industrial
S12000048,Perth and Kinross,2005,211.952,Industrial
S12000017,Highland,2005,3.368,Road Transport
S12000011,East Renfrewshire,2005,58.344,Industrial
S12000011,East Renfrewshire,2005,39.651,Commercial
S12000017,Highland,2005,52.354,Rail
S12000017,Highland,2005,81.734,Public Sector
S12000017,Highland,2005,1924.522,Road Transport
S12000017,Highland,2005,306.002,Agriculture
S12000017,Highland,2005,797.785,Domestic
S12000017,Highland,2005,28.219,Public Sector
S12000017,Highland,2005,159.326,Industrial
S12000048,Perth and Kinross,2005,0.114,Commercial
S12000017,Highland,2005,40.046,Commercial
S12000017,Highland,2005,316.893,Industrial
S12000047,Fife,2005,15.872,Domestic
S12000047,Fife,2005,2971.942,Domestic
S12000047,Fife,2005,9.724,Public Sector
S12000011,East Renfrewshire,2005,77.115,Industrial
S12000011,East Renfrewshire,2005,72.761,Commercial
S12000011,East Renfrewshire,2005,0.227,Commercial
S12000011,East Renfrewshire,2005,0.0,Industrial
S12000047,Fife,2005,74.463,Rail
S12000011,East Renfrewshire,2005,0.0,Industrial
S12000011,East Renfrewshire,2005,0.0,Industrial
S12000011,East Renfrewshire,2005,0.001,Commercial
S12000011,East Renfrewshire,2005,18.773,Industrial
S12000047,Fife,2005,89.697,Agriculture
S12000047,Fife,2005,126.085,Domestic
S12000018,Inverclyde,2005,0.277,Industrial
S12000018,Inverclyde,2005,0.77,Commercial
S12000011,East Renfrewshire,2005,0.0,Commercial
S12000047,Fife,2005,2245.226,Road Transport
S12000047,Fife,2005,0.508,Agriculture
S12000047,Fife,2005,25.722,Domestic
S12000017,Highland,2005,1.115,Industrial
S12000017,Highland,2005,46.522,Industrial
S12000017,Highland,2005,298.997,Commercial
S12000017,Highland,2005,24.705,Commercial
S12000017,Highland,2005,701.268,Industrial
S12000047,Fife,2005,1540.737,Commercial
S12000047,Fife,2005,0.18,Commercial
S12000047,Fife,2005,580.223,Industrial
S12000047,Fife,2005,3.981,Road Transport
S12000018,Inverclyde,2005,0.886,Road Transport
S12000018,Inverclyde,2005,89.692,Commercial
S12000018,Inverclyde,2005,131.976,Industrial
S12000047,Fife,2005,0.0,Rail
S12000047,Fife,2005,9.143,Public Sector
S12000047,Fife,2005,1184.341,Industrial & Commercial
S12000047,Fife,2005,742.936,Domestic
S12000047,Fife,2005,8.799,Domestic
S12000017,Highland,2005,2.047,Commercial
S12000011,East Renfrewshire,2005,11.512,Domestic
S12000011,East Renfrewshire,2005,0.914,Public Sector
S12000011,East Renfrewshire,2005,2.706,Domestic
S12000013,Na h-Eileanan Siar,2005,59.997,Industrial
S12000013,Na h-Eileanan Siar,2005,60.174,Industrial & Commercial
S12000013,Na h-Eileanan Siar,2005,96.285,Domestic
S12000013,Na h-Eileanan Siar,2005,3.859,Domestic
S12000013,Na h-Eileanan Siar,2005,0.0,Domestic
S12000013,Na h-Eileanan Siar,2005,4.367,Public Sector
S12000013,Na h-Eileanan Siar,2005,3.064,Domestic
S12000013,Na h-Eileanan Siar,2005,0.143,Commercial
S12000013,Na h-Eileanan Siar,2005,0.0,Rail
S12000013,Na h-Eileanan Siar,2005,0.0,Rail
S12000013,Na h-Eileanan Siar,2005,173.691,Domestic
S12000013,Na h-Eileanan Siar,2005,35.939,Agriculture
S12000013,Na h-Eileanan Siar,2005,7.384,Public Sector
S12000013,Na h-Eileanan Siar,2005,0.279,Road Transport
S12000014,Falkirk,2005,23.346,Agriculture
S12000014,Falkirk,2005,29.648,Domestic
S12000013,Na h-Eileanan Siar,2005,159.558,Road Transport
S12000013,Na h-Eileanan Siar,2005,4.873,Industrial
S12000013,Na h-Eileanan Siar,2005,0.303,Commercial
S12000013,Na h-Eileanan Siar,2005,1.207,Industrial
S12000048,Perth and Kinross,2005,10.622,Domestic
S12000048,Perth and Kinross,2005,69.399,Rail
S12000048,Perth and Kinross,2005,267.644,Domestic
S12000013,Na h-Eileanan Siar,2005,0.12,Agriculture
S12000013,Na h-Eileanan Siar,2005,5.291,Domestic
S12000048,Perth and Kinross,2005,7.642,Public Sector
S12000048,Perth and Kinross,2005,0.0,Rail
S12000048,Perth and Kinross,2005,7.534,Domestic
S12000048,Perth and Kinross,2005,5.068,Public Sector
S12000048,Perth and Kinross,2005,803.563,Domestic
S12000048,Perth and Kinross,2005,428.298,Domestic
S12000048,Perth and Kinross,2005,419.087,Industrial & Commercial
S12000048,Perth and Kinross,2005,1.013,Agriculture
S12000013,Na h-Eileanan Siar,2005,0.0,Industrial
S12000013,Na h-Eileanan Siar,2005,0.0,Commercial
S12000013,Na h-Eileanan Siar,2005,2.123,Commercial
S12000013,Na h-Eileanan Siar,2005,0.074,Industrial
S12000014,Falkirk,2005,1137.437,Domestic
S12000014,Falkirk,2005,3.852,Domestic
S12000014,Falkirk,2005,1216.745,Road Transport
S12000014,Falkirk,2005,10.231,Public Sector
S12000014,Falkirk,2005,0.0,Industrial
S12000014,Falkirk,2005,0.0,Commercial
S12000014,Falkirk,2005,0.0,Industrial
S12000014,Falkirk,2005,482.247,Industrial
S12000014,Falkirk,2005,581.882,Industrial
S12000014,Falkirk,2005,455.014,Commercial
S12000011,East Renfrewshire,2005,193.849,Domestic
S12000011,East Renfrewshire,2005,0.0,Rail
S12000011,East Renfrewshire,2005,818.682,Domestic
S12000011,East Renfrewshire,2005,97.994,Industrial & Commercial
S12000011,East Renfrewshire,2005,0.02,Agriculture
S12000011,East Renfrewshire,2005,4.932,Domestic
S12000011,East Renfrewshire,2005,0.0,Public Sector
S12000011,East Renfrewshire,2005,0.975,Domestic
S12000011,East Renfrewshire,2005,671.439,Road Transport
S12000011,East Renfrewshire,2005,2.213,Rail
S12000011,East Renfrewshire,2005,15.32,Agriculture
S12000014,Falkirk,2005,0.047,Commercial
S12000018,Inverclyde,2005,138.14,Industrial
S12000014,Falkirk,2005,20254.967,Industrial
S12000014,Falkirk,2005,2.12,Road Transport
S12000014,Falkirk,2005,16.006,Rail
S12000014,Falkirk,2005,2.452,Domestic
S12000014,Falkirk,2005,0.499,Public Sector
S12000014,Falkirk,2005,5.912,Domestic
S12000014,Falkirk,2005,0.017,Agriculture
S12000014,Falkirk,2005,339.201,Domestic
S12000014,Falkirk,2005,474.981,Industrial & Commercial
S12000014,Falkirk,2005,0.114,Rail
S12000013,Na h-Eileanan Siar,2005,24.348,Commercial
S12000013,Na h-Eileanan Siar,2005,35.826,Industrial
S12000011,East Renfrewshire,2005,1.194,Road Transport
S12000014,Falkirk,2005,282.793,Industrial
S12000014,Falkirk,2005,192.188,Commercial
S12000048,Perth and Kinross,2005,169.572,Commercial
S12000048,Perth and Kinross,2005,249.515,Industrial
S12000048,Perth and Kinross,2005,3.434,Road Transport
S12000048,Perth and Kinross,2005,2013.247,Road Transport
S12000014,Falkirk,2005,4.784,Commercial
S12000021,North Ayrshire,2005,643.095,Road Transport
S12000018,Inverclyde,2005,24.001,Industrial
S12000018,Inverclyde,2005,0.024,Commercial
S12000020,Moray,2005,0.239,Rail
S12000049,Glasgow City,2005,0.0,Rail
S12000049,Glasgow City,2005,0.0,Public Sector
S12000049,Glasgow City,2005,1333.124,Domestic
S12000049,Glasgow City,2005,0.0,Agriculture
S12000049,Glasgow City,2005,5.072,Domestic
S12000049,Glasgow City,2005,1.293,Domestic
S12000020,Moray,2005,514.453,Domestic
S12000049,Glasgow City,2005,3.968,Agriculture
S12000049,Glasgow City,2005,14.512,Domestic
S12000049,Glasgow City,2005,2109.147,Industrial & Commercial
S12000049,Glasgow City,2005,3781.715,Domestic
S12000020,Moray,2005,219.005,Domestic
S12000020,Moray,2005,193.9,Industrial
S12000045,East Dunbartonshire,2005,102.631,Industrial
S12000045,East Dunbartonshire,2005,0.0,Industrial
S12000049,Glasgow City,2005,2.921,Domestic
S12000020,Moray,2005,325.675,Industrial & Commercial
S12000020,Moray,2005,11.599,Domestic
S12000020,Moray,2005,131.775,Commercial
S12000020,Moray,2005,0.415,Industrial
S12000020,Moray,2005,0.202,Commercial
S12000020,Moray,2005,0.104,Commercial
S12000020,Moray,2005,558.201,Commercial
S12000020,Moray,2005,4.655,Industrial
S12000020,Moray,2005,0.99,Road Transport
S12000049,Glasgow City,2005,7.912,Public Sector
S12000049,Glasgow City,2005,3163.675,Road Transport
S12000020,Moray,2005,560.389,Road Transport
S12000020,Moray,2005,7.246,Rail
S12000020,Moray,2005,93.909,Agriculture
S12000020,Moray,2005,7.856,Domestic
S12000020,Moray,2005,8.348,Public Sector
S12000020,Moray,2005,180.45,Domestic
S12000020,Moray,2005,5.441,Domestic
S12000020,Moray,2005,0.298,Agriculture
S12000020,Moray,2005,2.712,Public Sector
S12000045,East Dunbartonshire,2005,96.835,Commercial
S12000020,Moray,2005,147.76,Industrial
S12000045,East Dunbartonshire,2005,61.271,Industrial
S12000045,East Dunbartonshire,2005,0.837,Commercial
S12000021,North Ayrshire,2005,118.655,Industrial
S12000021,North Ayrshire,2005,29.823,Commercial
S12000021,North Ayrshire,2005,0.142,Commercial
S12000045,East Dunbartonshire,2005,0.0,Rail
S12000045,East Dunbartonshire,2005,10.452,Domestic
S12000045,East Dunbartonshire,2005,9.062,Agriculture
S12000021,North Ayrshire,2005,2.513,Commercial
S12000021,North Ayrshire,2005,958.128,Industrial
S12000021,North Ayrshire,2005,0.621,Industrial
S12000021,North Ayrshire,2005,373.979,Industrial
S12000021,North Ayrshire,2005,254.158,Commercial
S12000045,East Dunbartonshire,2005,6.423,Rail
S12000045,East Dunbartonshire,2005,1.294,Public Sector
S12000045,East Dunbartonshire,2005,474.441,Road Transport
S12000021,North Ayrshire,2005,49.197,Domestic
S12000021,North Ayrshire,2005,3.278,Public Sector
S12000021,North Ayrshire,2005,165.197,Industrial
S12000021,North Ayrshire,2005,261.574,Industrial
S12000021,North Ayrshire,2005,904.021,Commercial
S12000045,East Dunbartonshire,2005,997.214,Domestic
